CategoryID,CategoryLevel,CategoryName,CategoryParentID,CategoryNamePath,CategoryIDPath,LeafCategory
20081,1,Antiques,-1,Antiques,20081,FALSE
550,1,Art,-1,Art,550,FALSE
2984,1,Baby,-1,Baby,2984,FALSE
267,1,"Books, Comics & Magazines",-1,"Books, Comics & Magazines",267,FALSE
12576,1,"Business, Office & Industrial",-1,"Business, Office & Industrial",12576,FALSE
625,1,Cameras & Photography,-1,Cameras & Photography,625,FALSE
9800,1,"Cars, Motorcycles & Vehicles",-1,"Cars, Motorcycles & Vehicles",9800,FALSE
11450,1,"Clothes, Shoes & Accessories",-1,"Clothes, Shoes & Accessories",11450,FALSE
11116,1,Coins,-1,Coins,11116,FALSE
1,1,Collectables,-1,Collectables,1,FALSE
58058,1,Computers/Tablets & Networking,-1,Computers/Tablets & Networking,58058,FALSE
14339,1,Crafts,-1,Crafts,14339,FALSE
237,1,Dolls & Bears,-1,Dolls & Bears,237,FALSE
11232,1,"DVDs, Films & TV",-1,"DVDs, Films & TV",11232,FALSE
1305,1,Events Tickets,-1,Events Tickets,1305,FALSE
159912,1,Garden & Patio,-1,Garden & Patio,159912,FALSE
26395,1,Health & Beauty,-1,Health & Beauty,26395,FALSE
3252,1,Holidays & Travel,-1,Holidays & Travel,3252,FALSE
11700,1,"Home, Furniture & DIY",-1,"Home, Furniture & DIY",11700,FALSE
281,1,Jewellery & Watches,-1,Jewellery & Watches,281,FALSE
15032,1,Mobile Phones & Communication,-1,Mobile Phones & Communication,15032,FALSE
11233,1,Music,-1,Music,11233,FALSE
619,1,Musical Instruments,-1,Musical Instruments,619,FALSE
1281,1,Pet Supplies,-1,Pet Supplies,1281,FALSE
870,1,"Pottery, Porcelain & Glass",-1,"Pottery, Porcelain & Glass",870,FALSE
10542,1,Property,-1,Property,10542,FALSE
293,1,Sound & Vision,-1,Sound & Vision,293,FALSE
888,1,Sporting Goods,-1,Sporting Goods,888,FALSE
64482,1,Sports Memorabilia,-1,Sports Memorabilia,64482,FALSE
260,1,Stamps,-1,Stamps,260,FALSE
220,1,Toys & Games,-1,Toys & Games,220,FALSE
131090,1,Vehicle Parts & Accessories,-1,Vehicle Parts & Accessories,131090,FALSE
1249,1,Video Games & Consoles,-1,Video Games & Consoles,1249,FALSE
40005,1,Wholesale & Job Lots,-1,Wholesale & Job Lots,40005,FALSE
99,1,Everything Else,-1,Everything Else,99,FALSE
183062,2,3D Printers & Supplies,58058,Computers/Tablets & Networking:3D Printers & Supplies,58058:183062,FALSE
171485,2,Tablets & eBook Readers,58058,Computers/Tablets & Networking:Tablets & eBook Readers,58058:171485,TRUE
176970,2,Tablet & eBook Reader Accs,58058,Computers/Tablets & Networking:Tablet & eBook Reader Accs,58058:176970,FALSE
180235,2,Tablet & eBook Reader Parts,58058,Computers/Tablets & Networking:Tablet & eBook Reader Parts,58058:180235,TRUE
175672,2,Laptops & Netbooks,58058,Computers/Tablets & Networking:Laptops & Netbooks,58058:175672,FALSE
171957,2,Desktops & All-in-Ones,58058,Computers/Tablets & Networking:Desktops & All-in-Ones,58058:171957,FALSE
31530,2,Laptop & Desktop Accessories,58058,Computers/Tablets & Networking:Laptop & Desktop Accessories,58058:31530,FALSE
182094,2,Computer Cables & Connectors,58058,Computers/Tablets & Networking:Computer Cables & Connectors,58058:182094,FALSE
175673,2,Computer Components & Parts,58058,Computers/Tablets & Networking:Computer Components & Parts,58058:175673,FALSE
165,2,"Drives, Storage & Blank Media",58058,"Computers/Tablets & Networking:Drives, Storage & Blank Media",58058:165,FALSE
175698,2,"Enterprise Networking, Servers",58058,"Computers/Tablets & Networking:Enterprise Networking, Servers",58058:175698,FALSE
11176,2,Home Networking & Connectivity,58058,Computers/Tablets & Networking:Home Networking & Connectivity,58058:11176,FALSE
3676,2,"Keyboards, Mice & Pointers",58058,"Computers/Tablets & Networking:Keyboards, Mice & Pointers",58058:3676,FALSE
162497,2,"Monitors, Projectors & Accs",58058,"Computers/Tablets & Networking:Monitors, Projectors & Accs",58058:162497,FALSE
86722,2,"Power Protection, Distribution",58058,"Computers/Tablets & Networking:Power Protection, Distribution",58058:86722,FALSE
171961,2,"Printers, Scanners & Supplies",58058,"Computers/Tablets & Networking:Printers, Scanners & Supplies",58058:171961,FALSE
18793,2,Software,58058,Computers/Tablets & Networking:Software,58058:18793,FALSE
3516,2,Manuals & Resources,58058,Computers/Tablets & Networking:Manuals & Resources,58058:3516,TRUE
11189,2,Vintage Computing,58058,Computers/Tablets & Networking:Vintage Computing,58058:11189,FALSE
162,2,Other Computers & Networking,58058,Computers/Tablets & Networking:Other Computers & Networking,58058:162,TRUE
28009,2,Art Posters,550,Art:Art Posters,550:28009,TRUE
552,2,Art Drawings,550,Art:Art Drawings,550:552,TRUE
2211,2,Art Photographs,550,Art:Art Photographs,550:2211,TRUE
360,2,Art Prints,550,Art:Art Prints,550:360,TRUE
553,2,Art Sculptures,550,Art:Art Sculptures,550:553,TRUE
357,2,Folk Art & Indigenous Art,550,Art:Folk Art & Indigenous Art,550:357,TRUE
554,2,Mixed Media Art & Collage Art,550,Art:Mixed Media Art & Collage Art,550:554,TRUE
551,2,Paintings,550,Art:Paintings,550:551,TRUE
156196,2,Textile Art & Fiber Art,550,Art:Textile Art & Fiber Art,550:156196,TRUE
20158,2,Other Art,550,Art:Other Art,550:20158,TRUE
20394,2,Baby Bathing/Grooming,2984,Baby:Baby Bathing/Grooming,2984:20394,FALSE
53676,2,Baby Books,2984,Baby:Baby Books,2984:53676,FALSE
100982,2,Baby Carriers/Backpacks,2984,Baby:Baby Carriers/Backpacks,2984:100982,TRUE
45455,2,Baby Changing & Nappies,2984,Baby:Baby Changing & Nappies,2984:45455,FALSE
20400,2,Baby Feeding,2984,Baby:Baby Feeding,2984:20400,FALSE
66692,2,Car Seats & Accessories,2984,Baby:Car Seats & Accessories,2984:66692,FALSE
100978,2,Christening & Gifts,2984,Baby:Christening & Gifts,2984:100978,FALSE
3082,2,"Clothes, Shoes & Accessories",2984,"Baby:Clothes, Shoes & Accessories",2984:3082,FALSE
87167,2,Maternity/Pregnancy,2984,Baby:Maternity/Pregnancy,2984:87167,FALSE
20416,2,Nursery Bedding,2984,Baby:Nursery Bedding,2984:20416,FALSE
66697,2,Nursery Decoration & Furniture,2984,Baby:Nursery Decoration & Furniture,2984:66697,FALSE
37631,2,Potty Training,2984,Baby:Potty Training,2984:37631,TRUE
66698,2,"Pushchairs, Prams & Accs.",2984,"Baby:Pushchairs, Prams & Accs.",2984:66698,FALSE
20433,2,Safety,2984,Baby:Safety,2984:20433,FALSE
19068,2,Toys & Activities,2984,Baby:Toys & Activities,2984:19068,FALSE
134282,2,Walkers,2984,Baby:Walkers,2984:134282,TRUE
1261,2,Other Baby,2984,Baby:Other Baby,2984:1261,TRUE
121902,2,Aircraft & Aviation,9800,"Cars, Motorcycles & Vehicles:Aircraft & Aviation",9800:121902,TRUE
1293,2,Boats & Watercraft,9800,"Cars, Motorcycles & Vehicles:Boats & Watercraft",9800:1293,FALSE
121904,2,"Campers, Caravans & Motorhomes",9800,"Cars, Motorcycles & Vehicles:Campers, Caravans & Motorhomes",9800:121904,FALSE
9801,2,Cars,9800,"Cars, Motorcycles & Vehicles:Cars",9800:9801,FALSE
168693,2,Cars for Salvage,9800,"Cars, Motorcycles & Vehicles:Cars for Salvage",9800:168693,TRUE
29751,2,Classic Cars,9800,"Cars, Motorcycles & Vehicles:Classic Cars",9800:29751,FALSE
63732,2,Commercial Vehicles,9800,"Cars, Motorcycles & Vehicles:Commercial Vehicles",9800:63732,FALSE
422,2,Motorcycles & Scooters,9800,"Cars, Motorcycles & Vehicles:Motorcycles & Scooters",9800:422,FALSE
35576,2,Motorcycles for Salvage,9800,"Cars, Motorcycles & Vehicles:Motorcycles for Salvage",9800:35576,TRUE
36626,2,Disabled Vehicles,9800,"Cars, Motorcycles & Vehicles:Disabled Vehicles",9800:36626,TRUE
122305,2,Emergency Vehicles,9800,"Cars, Motorcycles & Vehicles:Emergency Vehicles",9800:122305,TRUE
122306,2,Go-Karts,9800,"Cars, Motorcycles & Vehicles:Go-Karts",9800:122306,TRUE
181476,2,Golf Buggies,9800,"Cars, Motorcycles & Vehicles:Golf Buggies",9800:181476,TRUE
122307,2,Military Vehicles,9800,"Cars, Motorcycles & Vehicles:Military Vehicles",9800:122307,TRUE
9883,2,Other Vehicles,9800,"Cars, Motorcycles & Vehicles:Other Vehicles",9800:9883,TRUE
112425,2,Dancewear & Accessories,11450,"Clothes, Shoes & Accessories:Dancewear & Accessories",11450:112425,FALSE
179310,2,Erotic Clothing,11450,"Clothes, Shoes & Accessories:Erotic Clothing",11450:179310,FALSE
163147,2,Fancy Dress & Period Costume,11450,"Clothes, Shoes & Accessories:Fancy Dress & Period Costume",11450:163147,FALSE
171146,2,"Kids' Clothes, Shoes & Accs.",11450,"Clothes, Shoes & Accessories:Kids' Clothes, Shoes & Accs.",11450:171146,FALSE
4250,2,Men's Accessories,11450,"Clothes, Shoes & Accessories:Men's Accessories",11450:4250,FALSE
1059,2,Men's Clothing,11450,"Clothes, Shoes & Accessories:Men's Clothing",11450:1059,FALSE
93427,2,Men's Shoes,11450,"Clothes, Shoes & Accessories:Men's Shoes",11450:93427,FALSE
175759,2,Vintage Clothing & Accessories,11450,"Clothes, Shoes & Accessories:Vintage Clothing & Accessories",11450:175759,FALSE
3259,2,Wedding & Formal Occasion,11450,"Clothes, Shoes & Accessories:Wedding & Formal Occasion",11450:3259,FALSE
4251,2,Women's Accessories,11450,"Clothes, Shoes & Accessories:Women's Accessories",11450:4251,FALSE
169291,2,Women's Handbags,11450,"Clothes, Shoes & Accessories:Women's Handbags",11450:169291,TRUE
15724,2,Women's Clothing,11450,"Clothes, Shoes & Accessories:Women's Clothing",11450:15724,FALSE
3034,2,Women's Shoes,11450,"Clothes, Shoes & Accessories:Women's Shoes",11450:3034,FALSE
155240,2,World & Traditional Clothing,11450,"Clothes, Shoes & Accessories:World & Traditional Clothing",11450:155240,FALSE
312,2,Other Clothes,11450,"Clothes, Shoes & Accessories:Other Clothes",11450:312,TRUE
58507,2,Banknotes,11116,Coins:Banknotes,11116:58507,FALSE
39482,2,Bullion/Bars,11116,Coins:Bullion/Bars,11116:39482,FALSE
58520,2,Coins,11116,Coins:Coins,11116:58520,FALSE
72378,2,Historical Medals/Medallions,11116,Coins:Historical Medals/Medallions,11116:72378,FALSE
72381,2,Share Certificates/Bonds,11116,Coins:Share Certificates/Bonds,11116:72381,FALSE
58534,2,Tokens,11116,Coins:Tokens,11116:58534,FALSE
179197,2,Virtual Currency,11116,Coins:Virtual Currency,11116:179197,FALSE
109471,2,"Adhesives, Sealants & Tapes",12576,"Business, Office & Industrial:Adhesives, Sealants & Tapes",12576:109471,FALSE
11748,2,Agriculture/Farming,12576,"Business, Office & Industrial:Agriculture/Farming",12576:11748,FALSE
42892,2,"Automation, Motors & Drives",12576,"Business, Office & Industrial:Automation, Motors & Drives",12576:42892,FALSE
41498,2,Building Materials & Supplies,12576,"Business, Office & Industrial:Building Materials & Supplies",12576:41498,FALSE
11759,2,Businesses For Sale,12576,"Business, Office & Industrial:Businesses For Sale",12576:11759,FALSE
46534,2,Cleaning & Janitorial Supplies,12576,"Business, Office & Industrial:Cleaning & Janitorial Supplies",12576:46534,FALSE
92074,2,Electrical & Test Equipment,12576,"Business, Office & Industrial:Electrical & Test Equipment",12576:92074,FALSE
148462,2,Containers & Pre-Fab Buildings,12576,"Business, Office & Industrial:Containers & Pre-Fab Buildings",12576:148462,FALSE
11897,2,Facility Maintenance & Safety,12576,"Business, Office & Industrial:Facility Maintenance & Safety",12576:11897,FALSE
183900,2,Fasteners & Hardware,12576,"Business, Office & Industrial:Fasteners & Hardware",12576:183900,FALSE
46576,2,Hand Tools,12576,"Business, Office & Industrial:Hand Tools",12576:46576,FALSE
42909,2,HVAC,12576,"Business, Office & Industrial:HVAC",12576:42909,FALSE
183978,2,"Hydraulics, Pneumatics & Pumps",12576,"Business, Office & Industrial:Hydraulics, Pneumatics & Pumps",12576:183978,FALSE
64808,2,Industrial Tools,12576,"Business, Office & Industrial:Industrial Tools",12576:64808,FALSE
147849,2,Manufacturing & Woodworking,12576,"Business, Office & Industrial:Manufacturing & Woodworking",12576:147849,FALSE
26221,2,Material Handling,12576,"Business, Office & Industrial:Material Handling",12576:26221,FALSE
11815,2,Medical/Lab Equipment,12576,"Business, Office & Industrial:Medical/Lab Equipment",12576:11815,FALSE
11804,2,Metalworking/Milling/Welding,12576,"Business, Office & Industrial:Metalworking/Milling/Welding",12576:11804,FALSE
25298,2,Office Equipment & Supplies,12576,"Business, Office & Industrial:Office Equipment & Supplies",12576:25298,FALSE
61573,2,Power Tools,12576,"Business, Office & Industrial:Power Tools",12576:61573,FALSE
26238,2,Printing & Graphic Arts,12576,"Business, Office & Industrial:Printing & Graphic Arts",12576:26238,FALSE
11874,2,Restaurant & Catering,12576,"Business, Office & Industrial:Restaurant & Catering",12576:11874,FALSE
11890,2,Retail & Shop Fitting,12576,"Business, Office & Industrial:Retail & Shop Fitting",12576:11890,FALSE
34165,2,Telephone & Answering Systems,12576,"Business, Office & Industrial:Telephone & Answering Systems",12576:34165,TRUE
3319,2,Video Broadcasting & Recording,12576,"Business, Office & Industrial:Video Broadcasting & Recording",12576:3319,TRUE
192,2,Web Domains/ Email/ Software,12576,"Business, Office & Industrial:Web Domains/ Email/ Software",12576:192,FALSE
26261,2,Other Business & Industrial,12576,"Business, Office & Industrial:Other Business & Industrial",12576:26261,TRUE
11724,2,Camcorders,625,Cameras & Photography:Camcorders,625:11724,TRUE
179697,2,Camera Drones,625,Cameras & Photography:Camera Drones,625:179697,TRUE
182969,2,Camera Drone Parts & Accs,625,Cameras & Photography:Camera Drone Parts & Accs,625:182969,TRUE
31388,2,Digital Cameras,625,Cameras & Photography:Digital Cameras,625:31388,TRUE
15200,2,Camera & Photo Accessories,625,Cameras & Photography:Camera & Photo Accessories,625:15200,FALSE
69323,2,Film Photography,625,Cameras & Photography:Film Photography,625:69323,FALSE
64353,2,Flashes & Accessories,625,Cameras & Photography:Flashes & Accessories,625:64353,FALSE
78997,2,Lenses & Filters,625,Cameras & Photography:Lenses & Filters,625:78997,FALSE
30090,2,Tripods & Supports,625,Cameras & Photography:Tripods & Supports,625:30090,FALSE
30078,2,Lighting & Studio,625,Cameras & Photography:Lighting & Studio,625:30078,FALSE
150044,2,Digital Photo Frames,625,Cameras & Photography:Digital Photo Frames,625:150044,TRUE
4684,2,Manuals & Guides,625,Cameras & Photography:Manuals & Guides,625:4684,TRUE
182074,2,Replacement Parts & Tools,625,Cameras & Photography:Replacement Parts & Tools,625:182074,FALSE
28179,2,Telescopes & Binoculars,625,Cameras & Photography:Telescopes & Binoculars,625:28179,FALSE
3326,2,Vintage Photography,625,Cameras & Photography:Vintage Photography,625:3326,FALSE
27432,2,Other Photography,625,Cameras & Photography:Other Photography,625:27432,TRUE
45110,2,Accessories,267,"Books, Comics & Magazines:Accessories",267:45110,FALSE
29223,2,Antiquarian & Collectable,267,"Books, Comics & Magazines:Antiquarian & Collectable",267:29223,TRUE
29792,2,Audio Books,267,"Books, Comics & Magazines:Audio Books",267:29792,TRUE
45673,2,Calendars,267,"Books, Comics & Magazines:Calendars",267:45673,TRUE
182882,2,Children's & Young Adults,267,"Books, Comics & Magazines:Children's & Young Adults",267:182882,FALSE
2228,2,Textbooks & Education,267,"Books, Comics & Magazines:Textbooks & Education",267:2228,FALSE
11104,2,Food & Drink,267,"Books, Comics & Magazines:Food & Drink",267:11104,TRUE
171228,2,Fiction,267,"Books, Comics & Magazines:Fiction",267:171228,FALSE
171243,2,Non-Fiction,267,"Books, Comics & Magazines:Non-Fiction",267:171243,FALSE
63,2,Comics,267,"Books, Comics & Magazines:Comics",267:63,FALSE
280,2,Magazines,267,"Books, Comics & Magazines:Magazines",267:280,FALSE
29399,2,Collections & Lots,267,"Books, Comics & Magazines:Collections & Lots",267:29399,FALSE
268,2,"Other Books, Comics, Magazines",267,"Books, Comics & Magazines:Other Books, Comics, Magazines",267:268,TRUE
13851,2,Antique Clocks,20081,Antiques:Antique Clocks,20081:13851,FALSE
20091,2,Antique Furniture,20081,Antiques:Antique Furniture,20081:20091,FALSE
37903,2,Antiquities,20081,Antiques:Antiquities,20081:37903,FALSE
4707,2,Architectural Antiques,20081,Antiques:Architectural Antiques,20081:4707,FALSE
20082,2,Asian/Oriental Antiques,20081,Antiques:Asian/Oriental Antiques,20081:20082,FALSE
37978,2,Carpets & Rugs,20081,Antiques:Carpets & Rugs,20081:37978,TRUE
1208,2,Decorative Arts,20081,Antiques:Decorative Arts,20081:1208,TRUE
2207,2,Ethnographic Antiques,20081,Antiques:Ethnographic Antiques,20081:2207,FALSE
181677,2,Fabric/Textiles,20081,Antiques:Fabric/Textiles,20081:181677,FALSE
22422,2,Incunabula,20081,Antiques:Incunabula,20081:22422,TRUE
23048,2,Manuscripts,20081,Antiques:Manuscripts,20081:23048,TRUE
37958,2,"Maps, Atlases & Globes",20081,"Antiques:Maps, Atlases & Globes",20081:37958,FALSE
66638,2,Marine/Maritime,20081,Antiques:Marine/Maritime,20081:66638,TRUE
1211,2,Metalware,20081,Antiques:Metalware,20081:1211,FALSE
181726,2,Musical Instruments,20081,Antiques:Musical Instruments,20081:181726,FALSE
20094,2,Science/Medicine,20081,Antiques:Science/Medicine,20081:20094,FALSE
20096,2,Silver,20081,Antiques:Silver,20081:20096,FALSE
37941,2,Woodenware,20081,Antiques:Woodenware,20081:37941,FALSE
100927,2,Periods/Styles,20081,Antiques:Periods/Styles,20081:100927,FALSE
22608,2,Reproduction Antiques,20081,Antiques:Reproduction Antiques,20081:22608,TRUE
12,2,Other Antiques,20081,Antiques:Other Antiques,20081:12,TRUE
34,2,Advertising Collectables,1,Collectables:Advertising Collectables,01:34,FALSE
1335,2,Animal Collectables,1,Collectables:Animal Collectables,0.96875,FALSE
13658,2,Animation Collectables,1,Collectables:Animation Collectables,1:13658,FALSE
14429,2,Autographs,1,Collectables:Autographs,1:14429,FALSE
32615,2,Badges & Patches,1,Collectables:Badges & Patches,1:32615,FALSE
1401,2,"Blade Accs, Armours & Shields",1,"Collectables:Blade Accs, Armours & Shields",1.014583333,FALSE
562,2,Breweriana,1,Collectables:Breweriana,0.431944444,FALSE
898,2,Casino Collectables,1,Collectables:Casino Collectables,0.665277778,FALSE
29797,2,Collectable Bottles & Pots,1,Collectables:Collectable Bottles & Pots,1:29797,FALSE
